ItemNo,Description1,client,B408020,B193818
C-FA21-C020W,ฝา FA21(20) ขาวล้วน,DEFAULT,,200
C-FA21-C030BB,ฝา FA21(30) ดำเงา,DEFAULT,,150
C-FA21-C030GG,ฝา FA21(30) ทองเงา,DEFAULT,,150
C-FA21-C030SS,ฝา FA21(30) เงินเงา,DEFAULT,,150
C-FA21-C030W,ฝา FA21(30) ขาวล้วน,DEFAULT,,150
C-FA21-C050BB,ฝา FA21(50) ดำเงา,DEFAULT,,100
C-FA21-C050GG,ฝา FA21(50) ทองเงา,DEFAULT,,100
C-FA21-C050SDK,ฝา FA21(50) เงินด้านเคเงิน,DEFAULT,,100
C-FA21-C050SDK,ฝา FA21(50) เงินด้านเคเงิน,DEFAULT,,100
C-FA21-C050SS,ฝา FA21(50) เงินเงา,DEFAULT,,100
C-FA21-C050W,ฝา FA21(50) ขาวล้วน,DEFAULT,,100
C-FA21-C100BB,ฝา FA21(100) ดำเงา,DEFAULT,,50
C-FA21-C100GD,ฝา FA21(100) ทองด้าน,DEFAULT,,50
C-FA21-C100GG,ฝา FA21(100) ทองเงา,DEFAULT,,50
C-FA21-C100SD,ฝา FA21(100) เงินด้าน,DEFAULT,,50
C-FA21-C100SS,ฝา FA21(100) เงินเงา,DEFAULT,,50
C-FA21-C100W,ฝา FA21(100) ขาวล้วน,DEFAULT,,50
C-FA21-CP005PK,ฝา FA21(5/10) พ่นสีพิ้งค์โกลด์,DEFAULT,,300
C-FA21-CP005RK,ฝา FA21(5/10) พ่นสีโรสโกลด์,DEFAULT,,300
C-FA21-CW005MableW,ฝา FA21(5/10) หินอ่อนมาร์เบิ้ลสีขาว,DEFAULT,,300
C-FA21-CW005Maple,ฝา FA21(5/10) เมเปิ้ล,DEFAULT,,300
C-FA21-CW005Mapling,ฝา FA21(5/10) มะปลิง,DEFAULT,,300
C-FA21-CW005Oak,ฝา FA21(5/10) โอ๊ค,DEFAULT,,300
C-FA21-CW005Walnut,ฝา FA21(5/10) วอลนัท,DEFAULT,,300
C-FA21-CW020MableW,ฝา FA21(20) หินอ่อนมาร์เบิ้ลสีขาว,DEFAULT,,200
C-FA21-CW020Maple,ฝา FA21(20) เมเปิ้ล,DEFAULT,,200
C-FA21-CW020Mapling,ฝา FA21(20) มะปลิง,DEFAULT,,200
C-FA21-CW020Oak,ฝา FA21(20) โอ๊ค,DEFAULT,,200
C-FA21-CW020Walnut,ฝา FA21(20) วอลนัท,DEFAULT,,200
C-FA21-CW030MableW,ฝา FA21(30) หินอ่อนมาร์เบิ้ลขาว,DEFAULT,,150
C-FA21-CW030Maple,ฝา FA21(30) เมเปิ้ล,DEFAULT,,150
C-FA21-CW030Mapling,ฝา FA21(30) มะปลิง,DEFAULT,,150
C-FA21-CW030Oak,ฝา FA21(30) โอ๊ค,DEFAULT,,150
C-FA21-CW030Walnut,ฝา FA21(30) วอลนัท,DEFAULT,,150
C-FA21-CW050Maple,ฝา FA21(50) เมเปิ้ล,DEFAULT,,100
C-FA21-CW050Mapling,ฝา FA21(50) มะปลิง,DEFAULT,,100
C-FA21-CW050Oak,ฝา FA21(50) โอ๊ค,DEFAULT,,100
C-FA21-CW050Walnut,ฝา FA21(50) วอลนัท,DEFAULT,,100
C-FA21-CW100Maple,ฝา FA21(100) เมเปิ้ล,DEFAULT,,50
C-FA21-CW100Mapling,ฝา FA21(100) มะปลิง,DEFAULT,,50
C-FA21-CW100Oak,ฝา FA21(100) โอ๊ค,DEFAULT,,50
C-FA21-CW100Walnut,ฝา FA21(100) วอลนัท,DEFAULT,,50
C-FA21-FOAM005,แผ่นโฟมใต้ฝา FA21 (5),DEFAULT,,500
C-FA21-FOAM020,แผ่นโฟมใต้ฝา FA21 (20),DEFAULT,,500
C-FA21-FOAM030,แผ่นโฟมใต้ฝา FA21 (30),DEFAULT,,500
C-FA21-FOAM050,แผ่นโฟมใต้ฝา FA21 (50),DEFAULT,,500
C-FA21-FOAM100,แผ่นโฟมใต้ฝา FA21 (100),DEFAULT,,400
C-FA21-IN005W,แผ่นใน FA21 (5/10) ขาว,DEFAULT,,500
C-FA21-IN010W,แผ่นใน FA21 (10) ขาว,DEFAULT,,500
C-FA21-IN020W,แผ่นใน FA21 (20) ขาว,DEFAULT,,500
C-FA21-IN030W,แผ่นใน FA21 (30) ขาว,DEFAULT,,500
C-FA21-IN050W,แผ่นใน FA21 (50) ขาว,DEFAULT,,500
C-FA21-IN100W,แผ่นใน FA21 (100) ขาว,DEFAULT,,400
C-FA22-015CC,กระปุกแก้ว FA22-15g ใสปิ๊ง,DEFAULT,,100
C-FA22-015CF,กระปุกแก้ว FA22-15g ใสฝ้า,DEFAULT,,100
C-FA22-015TC,กระปุกแก้ว FA22-15g ชาใส,DEFAULT,,100
C-FA22-030CF,กระปุกแก้ว FA22-30g ใสฝ้า,DEFAULT,,50
C-FA22-030TC,กระปุกแก้ว FA22-30g ชาใส,DEFAULT,,50
C-FA22-050CF,กระปุกแก้ว FA22-50g ใสฝ้า,DEFAULT,,50
C-FA22-050TC,กระปุกแก้ว FA22-50g ชาใส,DEFAULT,,50
C-FA22-C015BB,ฝา FA22 (15) ดำเงา,DEFAULT,,300
C-FA22-C015BF,ฝา FA22 (15) ดำด้าน,DEFAULT,,300
C-FA22-C030BB,ฝา FA22 (30) ดำเงา,DEFAULT,,200
C-FA22-C050BB,ฝา FA22 (50) ดำเงา,DEFAULT,,150
C-FA22-IN15/30-1,แผ่นใน FA22 (15/30) ลิ้นจับสั้น,DEFAULT,,800
C-FA22-IN15/30-2,แผ่นใน FA22 (15/30) ลิ้นจับยาว,DEFAULT,,800
C-FA22-IN50,แผ่นใน FA22 (50) ขาว,DEFAULT,,800
C-FA23-030CF,กระปุก FA23-30g ใสฝ้า,DEFAULT,,75
C-FA23-050CF,กระปุก FA23-50g ใสฝ้า,DEFAULT,150,
C-FA23-CAP030G,ฝากระปุก FA23 (30G) สีทอง,DEFAULT,,200
C-FA23-CAP030S,ฝากระปุก FA23 (30G) สีเงิน,DEFAULT,,200
C-FA23-CAP050G,ฝากระปุก FA23 (50G) สีทอง,DEFAULT,,150
C-FA23-CAP050S,ฝากระปุก FA23 (50G) สีเงิน,DEFAULT,,150
C-FA23-IN030W,แผ่นในกระปุก FA23 (30g) สีขาว,DEFAULT,,800
C-FA23-IN050W,แผ่นในกระปุก FA23 (50g) สีขาว,DEFAULT,,800
C-FB10-0005-GG,กระปุก FB10-5g ทองชุด,DEFAULT,,100
C-FB10-0005-GR,กระปุก FB10-5g เขียวชุด,DEFAULT,,100
C-FB10-0005-KK,กระปุก FB10-5g ครีมชุด,DEFAULT,,100
C-FB10-0005-MM,กระปุก FB10-5g ม่วงชุด,DEFAULT,,100
C-FB10-0005-PP,กระปุก FB10-5g ชมพู,DEFAULT,,100
C-FB10-0005-SS,กระปุก FB10-5g เงินชุด,DEFAULT,,100
C-FB11-0005-GO,กระปุก FB-11 ทองชุด 5 กรัม,DEFAULT,,200
C-FB11-0005-WS,กระปุก FB-11 ขาวขุ่น 5 กรัม,DEFAULT,,200
C-FB11-0010-WS,กระปุก FB-11 ขาวขุ่น 10 กรัม,DEFAULT,,150
C-FB11-0015-FS,กระปุก FB-11 ฟ้าอ่อน 15 กรัม,DEFAULT,,100
C-FB11-0015-GS,กระปุก FB-11 เขียวอ่อน 15 กรัม,DEFAULT,,100
C-FB11-0015-OS,กระปุก FB-11 ส้มอ่อน 15 กรัม,DEFAULT,,100
C-FB11-0015-PS,กระปุก FB-11 ชมพูอ่อน 15 กรัม,DEFAULT,,100
C-FB11-0015-PS,กระปุก FB-11 ชมพูอ่อน 15 กรัม,DEFAULT,,100
C-FB11-0015-WS,กระปุก FB-11 ขาวขุ่น 15 กรัม,DEFAULT,,100
C-FB11-0030-WS,กระปุก FB-11 ขาวขุ่น 30 กรัม,DEFAULT,300,
C-FB11-0050-PS,กระปุก FB-11 ชมพูอ่อน 50 กรัม,DEFAULT,,
C-FB11-0050-WS,กระปุก FB-11 ขาวขุ่น 50 กรัม,DEFAULT,,
C-FB11-IN005,แผ่นในปิดกระปุก FB11 (5),DEFAULT,,
C-FB35-0030-BB,กระปุก FB-35 30 กรัม นํ้าเงินชุด,DEFAULT,,
C-FB35-0030-FF,กระปุก FB-35 30 กรัม ฟ้าชุด,DEFAULT,,
C-FB35-0030-KK,กระปุก FB-35 30 กรัม ครีมชุด,DEFAULT,,
C-FB38-0005-FN,กระปุก FB38 ฝาโค้งสีฟ้า,DEFAULT,,200
C-FB38-0005-GN,กระปุก FB38 ฝาโค้งสีเขียว,DEFAULT,,200
C-FB38-0005-ON,กระปุก FB38 ฝาโค้งสีส้ม,DEFAULT,,200
C-FB38-0005-PN,กระปุก FB38 ฝาโค้งสีชมพู,DEFAULT,,200
C-FB38-0005-WS,กระปุก FB38 ขาวคาดเงิน 5 กรัม,DEFAULT,,200
C-FB6-0005-CB,กระปุก FB-6  5 กรัม ตัวใสขุ่นฝาดำ,DEFAULT,,150
C-FB6-0005-CG,กระปุก FB-6  5 กรัม ตัวใสขุ่นฝาทองด้าน,DEFAULT,,150
C-FB6-0005-CS,กระปุก FB-6  5 กรัม ตัวใสขุ่นฝาเงินด้าน,DEFAULT,,150
C-FB6-0005-CW,กระปุก FB-6  5 กรัม ตัวใสขุ่นฝาขาวมุก,DEFAULT,,150
C-FB6-0005-FM,กระปุก FB-6  5 กรัม ฟ้ามุกชุด,DEFAULT,,150
C-FB6-0005-GM,กระปุก FB-6  5 กรัม เขียวมุกชุด,DEFAULT,,150
C-FB6-0005-PM,กระปุก FB-6  5 กรัม ชมพูมุกชุด,DEFAULT,,150
C-FB6-0005-WM,กระปุก FB-6  5 กรัม ขาวมุกชุด,DEFAULT,,150
C-FB6-0010-CB,กระปุก FB-6  10 กรัม ตัวใสขุ่นฝาดำ,DEFAULT,,100
C-FB6-0010-CG,กระปุก FB-6  10 กรัม ใสฝาทองด้าน,DEFAULT,,100
C-FB6-0010-CS,กระปุก FB-6  10 กรัม ใสฝาเงินด้าน,DEFAULT,,100
C-FB6-0010-CW,กระปุก FB-6  10 กรัม ตัวใสฝาขาว,DEFAULT,,100
C-FB6-0010-FM,กระปุก FB-6  10 กรัม ฟ้าชุดมุก,DEFAULT,,100
C-FB6-0010-GM,กระปุก FB-6  10 กรัม เขียวชุดมุก,DEFAULT,,100
C-FB6-0010-PM,กระปุก FB-6  10 กรัม ชมพูชุดมุก,DEFAULT,,100
C-FB6-0030-CB,กระปุก FB-6  30 กรัม ตัวใสขุ่นฝาดำ,DEFAULT,200,
C-FB6-0030-CW,กระปุก FB-6  30 กรัม ตัวใสขุ่นฝาขาว,DEFAULT,200,
C-FB6-0050-CW,กระปุก FB-6  50 กรัม ตัวใสขุ่นฝาขาว,DEFAULT,150,
C-GL-020CF,กระปุก GL 20g ใสฝ้า,DEFAULT,,100
C-GL-030CF,กระปุก GL 30g ใสฝ้า,DEFAULT,,100
C-GL-050CF,กระปุก GL 50g ใสฝ้า,DEFAULT,,75
C-GL-CAP20/30GG,ฝากระปุก GL (20/30) สีทองเงา,DEFAULT,,100
C-GL-CAP20/30SS,ฝากระปุก GL (20/30) สีเงินเงา,DEFAULT,,100
C-GL-CAP50GG,ฝากระปุก GL (50) สีทองเงา,DEFAULT,300,100
C-GL-CAP50SS,ฝากระปุก GL (50) สีเงินเงา,DEFAULT,300,100
C-GL-Inner20/30,แผ่นใน กป GL (20/30),DEFAULT,,800
C-GL-Inner50,แผ่นใน กป GL (50),DEFAULT,,600
C-IC500P4O,กระปุกไอติม 500g บานเย็น (ตัว+ฝา+แผ่นใน),DEFAULT,30,
C-IC500S,กระปุกไอติม 500g เงิน (ตัว+ฝา+แผ่นใน),DEFAULT,30,
C-IC500W,กระปุกไอติม 500g ขาว (ตัว+ฝา+แผ่นใน),DEFAULT,30,
C-ICB030B,กระปุก ICB - 30g ดำชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030C,กระปุก ICB - 30g ใสชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030F,กระปุก ICB - 30g ฟ้าชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030GO,กระปุก ICB - 30g ทองชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030GR,กระปุก ICB - 30g เขียวชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030-Oak,กระปุก ICB 30 ลายไม้โอ๊ค,DEFAULT,450,100
C-ICB030P4O,กระปุก ICB - 30g บานเย็น (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030S,กระปุก ICB - 30g เงินชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030W,กระปุก ICB - 30g ขาว (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB030-Walnut,กระปุก ICB 30 ลายไม้วอลนัท,DEFAULT,450,100
C-ICB030Y,กระปุก ICB - 30g เหลืองชุด (ตัว+ฝา+แผ่นใน),DEFAULT,450,100
C-ICB050B,กระปุก ICB - 50g ดำชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050C,กระปุก ICB - 50g ใสชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050F,กระปุก ICB - 50g ฟ้าชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050GO,กระปุก ICB - 50g ทองชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050GR,กระปุก ICB - 50g เขียวชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050M,กระปุก ICB - 50g ม่วงชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050-MableW,กระปุก ICB 50 ลายหินอ่อนมาร์เบิ้ล สีขาว,DEFAULT,225,25
C-ICB050-Maple,กระปุก ICB 50 ลายไม้เมเปิ้ล,DEFAULT,225,25
C-ICB050-Mapling,กระปุก ICB 50 ลายไม้มะปลิง,DEFAULT,225,25
C-ICB050-Oak,กระปุก ICB 50 ลายไม้โอ๊ค,DEFAULT,225,25
C-ICB050P4O,กระปุก ICB - 50g บานเย็น (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050S,กระปุก ICB - 50g เงินชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050W,กระปุก ICB - 50g ขาว (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-ICB050-Walnut,กระปุก ICB 50 ลายไม้วอลนัท,DEFAULT,225,25
C-ICB050Y,กระปุก ICB - 50g เหลืองชุด (ตัว+ฝา+แผ่นใน),DEFAULT,225,25
C-IC-BODY050-F,(ตัวกระปุก) IC50 ฟ้า,DEFAULT,,150
C-IC-BODY050-GR,(ตัวกระปุก) IC50 เขียว,DEFAULT,,150
C-IC-BODY050-P,(ตัวกระปุก) IC50 ชมพู,DEFAULT,,150
C-IC-BODY050-S,(ตัวกระปุก) IC50 เงิน,DEFAULT,,150
C-IC-BODY050-W,(ตัวกระปุก) IC50 ขาว,DEFAULT,,150
C-IC-BODY050-Y,(ตัวกระปุก) IC50 เหลือง,DEFAULT,,150
C-IC-BODY100-C,(ตัวกระปุก) IC100 ใส,DEFAULT,,50
C-IC-BODY100-F,(ตัวกระปุก) IC100 ฟ้า,DEFAULT,,50
C-IC-BODY100-S,(ตัวกระปุก) IC100 เงิน,DEFAULT,,50
C-IC-BODY100-Y,(ตัวกระปุก) IC100 เหลือง,DEFAULT,,50
C-IC-CAP050-B,ฝากระปุก IC50 ดำ,DEFAULT,,150
C-IC-CAP050-F,ฝากระปุก IC50 ฟ้า,DEFAULT,,150
C-IC-CAP050-GR,ฝากระปุก IC50 เขียว,DEFAULT,,150
C-IC-CAP050-P,ฝากระปุก IC50 ชมพู,DEFAULT,,150
C-IC-CAP050-S,ฝากระปุก IC50 เงิน,DEFAULT,,150
C-IC-CAP050-W,ฝากระปุก IC50 ขาว,DEFAULT,,150
C-IC-CAP050-Y,ฝากระปุก IC50 เหลือง,DEFAULT,,150
C-IC-CAP100-F,(ฝากระปุก) IC100 ฟ้า,DEFAULT,,100
C-IC-CAP100-GR,ฝากระปุก IC100 เขียว,DEFAULT,,100
C-IC-CAP100-P,(ฝากระปุก) IC100 ชมพูจืด,DEFAULT,,100
C-IC-CAP100-S,(ฝากระปุก) IC100 เงิน,DEFAULT,,100
C-IC-CAP100-W,(ฝากระปุก) IC100 ขาว,DEFAULT,,100
C-IC-CAP100-Y,(ฝากระปุก) IC100 เหลือง,DEFAULT,,100
C-IC-CAPW100-Maple,(ฝากระปุก) IC100 ลายไม้เมเปิ้ล,DEFAULT,,100
C-ICIN050-C,แผ่นในกระปุก IC50 ใส,DEFAULT,,300
C-ICIN050-W,แผ่นในกระปุก IC50 ขาว,DEFAULT,,300
C-ICIN100-C,แผ่นในกระปุก IC100 ใส,DEFAULT,,200
C-ICIN100-W,แผ่นในกระปุก IC100 ขาว,DEFAULT,,200
C-INN-050GR,ตัวกระปุก INN 50g เขียวว่านหาง,DEFAULT,,50
C-INN-050O,ตัวกระปุก INN 50g ส้ม,DEFAULT,,50
C-INN-050WW,ตัวกระปุก INN 50g ขาวทึบ,DEFAULT,,50
C-INN-CAP050CF,ฝากระปุก INN (50) ใสขุ่น,DEFAULT,,100
C-INN-CAP050GR,ฝากระปุก INN (50) เขียวว่านหาง,DEFAULT,,100
C-INN-CAP050W,ฝากระปุก INN (50) ขาว,DEFAULT,,100
C-INN-InnerW,แผ่นโฟม รองใต้ฝา INN,DEFAULT,,500
C-KO06-05B,กระปุก KO6 - 5g ฝาดำ (กปวงรี),DEFAULT,,200
C-KO06-05GD,กระปุก KO6 - 5g ฝาทองด้าน (กปวงรี),DEFAULT,,200
C-KO06-05GG,กระปุก KO6 - 5g ฝาทองเงา (กปวงรี),DEFAULT,,200
C-KO06-05SD,กระปุก KO6 - 5g ฝาเงินด้าน (กปวงรี),DEFAULT,,200
C-KO06-05SS,กระปุก KO6 - 5g ฝาเงินเงา (กปวงรี),DEFAULT,,200
C-KO06-05W,กระปุก KO6 - 5g ฝาขาว (กปวงรี),DEFAULT,,200
C-KO06-Foam05,แผ่นโฟมรองฝา KO6 (5g),DEFAULT,,800
C-KO06-Inner05,แผ่นใน กป KO6 (5g),DEFAULT,,800
C-KO08-005BG,กระปุก KO08 5g Lotus ดำ/ทอง,DEFAULT,,50
C-KO08-005WG,กระปุก KO08 5g Lotus ขาว/ทอง,DEFAULT,,50
C-KO08-010BG,กระปุก KO08 10g Lotus ดำ/ทอง,DEFAULT,,
C-KO08-010WG,กระปุก KO08 10g Lotus ขาว/ทอง,DEFAULT,,
C-KO10-005CG,กระปุก KO10 5g ลูกแก้ว ใสทอง,DEFAULT,,100
C-KO10-005CS,กระปุก KO10 5g ลูกแก้ว ใสเงิน,DEFAULT,,100
C-KO10-005GDG,กระปุก KO10 5g ลูกแก้ว ทองด้านทอง,DEFAULT,,100
C-KO10-005WG,กระปุก KO10 5g ลูกแก้ว ขาว/เงิน,DEFAULT,,100
C-KO12-CG,กระปุก KO12 - 5/10/12 กรัม ใสฝาทอง,DEFAULT,,
C-KO12-CS,กระปุก KO12 - 5/10/12 กรัม ใสฝาเงิน,DEFAULT,,
C-KO12-CUP05,ถ้วยใน 5 กรัมขาว (KO12),DEFAULT,,
C-KO12-CUP10,ถ้วยใน 10 กรัมขาว (KO12),DEFAULT,,
C-KO12-CUP15,ถ้วยใน 15 กรัมขาว (KO12),DEFAULT,,
C-KO12-InnerW,แผ่นใน (KO12) ขาว,DEFAULT,,800
C-KO15-005P,กระปุก KO15-5g ชมพู,DEFAULT,,
C-KO155-005PC,กระปุก KO155 ลูกเต๋า 5 กรัม ใส/ชมพูเงา,DEFAULT,,200
C-KO155-005SC,กระปุก KO155 ลูกเต๋า 5 กรัม ใส/เงินเงา,DEFAULT,,200
C-KO166-005WF,กระปุกเล็ก KO166-5g ขาวฝาฟ้า,DEFAULT,,200
C-KO166-005WG,กระปุกเล็ก KO166-5g ขาวฝาเขียว,DEFAULT,,200
C-KO166-005WO,กระปุกเล็ก KO166-5g ขาวฝาส้ม,DEFAULT,,200
C-KO166-005WOP,กระปุกเล็ก KO166-5g ขาวฝาส้มแป๊ด,DEFAULT,,200
C-KO166-005WP,กระปุกเล็ก KO166-5g ขาวฝาชมพู,DEFAULT,,200
C-KO166-005WW,กระปุกเล็ก KO166-5g ขาวฝาขาว,DEFAULT,,200
C-KO177-0005-FF,KO177-5กรัม ฟ้าชุด,DEFAULT,,150
C-KO177-0005-GG,KO177-5กรัม เขียวชุด,DEFAULT,,150
C-KO177-0005-GG,KO177-5กรัม เขียวชุด,DEFAULT,,150
C-KO177-0005-KS,KO177-5กรัม ขาวชุด,DEFAULT,,150
C-KO177-0005-S,KO177-5กรัม เงินชุด,DEFAULT,,150
C-KO188-0005-FF,KO188-5กรัม ฟ้า กระปุกทรงบานกระโปรง,DEFAULT,,150
C-KO188-0005-GG,KO188-5กรัม เขียว กระปุกทรงบานกระโปรง,DEFAULT,,150
C-KO188-0005-Go,KO188-5กรัม ทองชุด กระปุกทรงบานกระโปรง,DEFAULT,,150
C-KO188-0005-KG,KO188-5กรัม ขาวKทอง กระปุกทรงบานกระโปรง,DEFAULT,,150
